label0,label,cluster,texts,x1,x2,doc,original_text
ham,0,6,"Text(-8.769347, -6.2085123, 'and is there a way you can send shade s stuff to her and she has been wonderful too')",-8.769347,-6.2085123,and is there a way you can send shade s stuff to her and she has been wonderful too,And is there a way you can send shade's stuff to her. And she has been wonderful too.
ham,0,9,"Text(14.652578, 8.81539, 'really i tot ur paper ended long ago but wat u copied jus now got use u happy lar i still haf study')",14.652578,8.81539,really i tot ur paper ended long ago but wat u copied jus now got use u happy lar i still haf study,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
spam,1,1,"Text(15.937166, -31.140558, 'thank you winner notified by sms good luck no future marketing reply stop to customer services')",15.937166,-31.140558,thank you winner notified by sms good luck no future marketing reply stop to customer services,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
ham,0,0,"Text(-29.332253, 36.37048, 'babe i lost you')",-29.332253,36.37048,babe i lost you,Babe ? I lost you ... :-(
ham,0,8,"Text(16.797728, 5.4482183, 'ok help me ask if she s working tmr a not')",16.797728,5.4482183,ok help me ask if she s working tmr a not,Ok... Help me ask if she's working tmr a not?
ham,0,0,"Text(-36.877506, 25.759796, 'i m not driving raining then i ll get caught at e mrt station lor')",-36.877506,25.759796,i m not driving raining then i ll get caught at e mrt station lor,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,0,8,"Text(23.470337, -12.490197, 'not a drop in the tank')",23.470337,-12.490197,not a drop in the tank,Not a drop in the tank
ham,0,0,"Text(-29.784328, 9.9646, 'that said can you text him one more time')",-29.784328,9.9646,that said can you text him one more time,(That said can you text him one more time?)
ham,0,4,"Text(-45.615818, -5.5638623, 'sorry i ll call later')",-45.615818,-5.5638623,sorry i ll call later,"Sorry, I'll call later"
ham,0,9,"Text(-3.7991633, 25.959978, 'ok i go change also')",-3.7991633,25.959978,ok i go change also,Ok i go change also...
spam,1,6,"Text(-12.668418, -18.208708, 's of girls many local u who r virgins this r ready fil ur every sexual need can u fil theirs text cute to p m')",-12.668418,-18.208708,s of girls many local u who r virgins this r ready fil ur every sexual need can u fil theirs text cute to p m,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m)
ham,0,6,"Text(-13.487211, 3.094777, 'did u find a sitter for kaitlyn i was sick and slept all day yesterday')",-13.487211,3.094777,did u find a sitter for kaitlyn i was sick and slept all day yesterday,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
ham,0,9,"Text(7.2748666, 13.57339, 'sorry man accidentally left my phone on silent last night and didn t check it til i got up')",7.2748666,13.57339,sorry man accidentally left my phone on silent last night and didn t check it til i got up,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
ham,0,9,"Text(9.072891, 12.082439, 'hey something came up last min think i wun be signing up tmr hee')",9.072891,12.082439,hey something came up last min think i wun be signing up tmr hee,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
ham,0,4,"Text(-31.342962, 2.2073693, 'he s an adult and would learn from the experience there s no real danger i just dont like peeps using drugs they dont need but no comment')",-31.342962,2.2073693,he s an adult and would learn from the experience there s no real danger i just dont like peeps using drugs they dont need but no comment,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
ham,0,0,"Text(-20.359035, 15.894185, 'hey there s veggie pizza')",-20.359035,15.894185,hey there s veggie pizza,Hey! There's veggie pizza... :/
ham,0,3,"Text(40.98574, -11.737107, 'yun buying but school got offer plus only')",40.98574,-11.737107,yun buying but school got offer plus only,Yun buying... But school got offer 2000 plus only...
ham,0,9,"Text(18.368773, 12.868819, 'you sure your neighbors didnt pick it up')",18.368773,12.868819,you sure your neighbors didnt pick it up,You sure your neighbors didnt pick it up
ham,0,0,"Text(-35.151047, 23.451687, 'k i will sent it again')",-35.151047,23.451687,k i will sent it again,K. I will sent it again
spam,1,1,"Text(12.168313, -35.148525, 'free entry in a wkly comp to win fa cup final tkts st may text fa to to receive entry question std txt rate t c s apply over s')",12.168313,-35.148525,free entry in a wkly comp to win fa cup final tkts st may text fa to to receive entry question std txt rate t c s apply over s,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
ham,0,4,"Text(-27.067575, -0.07529535, 'new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say i m always correct')",-27.067575,-0.07529535,new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say i m always correct,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,0,4,"Text(-35.093487, -9.499559, 'well im computerless time to make some oreo truffles')",-35.093487,-9.499559,well im computerless time to make some oreo truffles,Well. Im computerless. Time to make some oreo truffles
ham,0,0,"Text(-26.14146, 13.193675, 'haha yeah i see that now be there in a sec')",-26.14146,13.193675,haha yeah i see that now be there in a sec,"Haha yeah I see that now, be there in a sec"
ham,0,9,"Text(12.513887, 16.274496, 'i am not having her number sir')",12.513887,16.274496,i am not having her number sir,I am not having her number sir
ham,0,9,"Text(12.263047, 17.38344, 'lol now i m after that hot air balloon')",12.263047,17.38344,lol now i m after that hot air balloon,Lol now I'm after that hot air balloon!
ham,0,0,"Text(-10.868605, 31.108572, 'ok now i am in bus if i come soon i will come otherwise tomorrow')",-10.868605,31.108572,ok now i am in bus if i come soon i will come otherwise tomorrow,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,0,8,"Text(25.80498, 1.3528748, 'msgs r not time pass they silently say that i am thinking of u right now and also making u think of me at least a moment gd nt swt drms shesil')",25.80498,1.3528748,msgs r not time pass they silently say that i am thinking of u right now and also making u think of me at least a moment gd nt swt drms shesil,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
ham,0,6,"Text(7.256552, 2.178604, 'yeah we can probably swing by once my roommate finishes up with his girl')",7.256552,2.178604,yeah we can probably swing by once my roommate finishes up with his girl,"Yeah, we can probably swing by once my roommate finishes up with his girl"
spam,1,6,"Text(-16.188583, -17.494587, 'got what it takes take part in the wrc rally in oz u can with lucozade energy text rally le to p see packs or lucozade co uk wrc itcould be u')",-16.188583,-17.494587,got what it takes take part in the wrc rally in oz u can with lucozade energy text rally le to p see packs or lucozade co uk wrc itcould be u,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,0,8,"Text(17.598627, -16.90275, 'happy new years melody')",17.598627,-16.90275,happy new years melody,Happy new years melody!
ham,0,7,"Text(-16.591412, -20.526405, 'dun need to pick ur gf')",-16.591412,-20.526405,dun need to pick ur gf,ÌÏ dun need to pick ur gf?
ham,0,3,"Text(35.03308, -0.81336725, 'yay you better not have told that to other girls either')",35.03308,-0.81336725,yay you better not have told that to other girls either,Yay! You better not have told that to 5 other girls either.
ham,0,9,"Text(14.588736, 7.2435203, 'horrible u eat macs eat until u forgot abt me already rite u take so long reply i thk it s more toot than b so b prepared now wat shall i eat')",14.588736,7.2435203,horrible u eat macs eat until u forgot abt me already rite u take so long reply i thk it s more toot than b so b prepared now wat shall i eat,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
ham,0,6,"Text(-15.590459, 3.0015812, 'did he say how fantastic i am by any chance or anything need a bigger life lift as losing the will live do you think i would be the first person die from n v q')",-15.590459,3.0015812,did he say how fantastic i am by any chance or anything need a bigger life lift as losing the will live do you think i would be the first person die from n v q,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
ham,0,6,"Text(-8.545885, -0.11305243, 'just nw i came to hme da')",-8.545885,-0.11305243,just nw i came to hme da,Just nw i came to hme da..
ham,0,2,"Text(50.59176, -8.9599695, 'i m outside islands head towards hard rock and you ll run into me')",50.59176,-8.9599695,i m outside islands head towards hard rock and you ll run into me,"I'm outside islands, head towards hard rock and you'll run into me"
ham,0,6,"Text(3.4403303, -11.103701, 'to day class is there are no class')",3.4403303,-11.103701,to day class is there are no class,To day class is there are no class.
ham,0,3,"Text(46.372528, -0.31643248, 'i m in chennai velachery')",46.372528,-0.31643248,i m in chennai velachery,I'm in chennai velachery:)
ham,0,8,"Text(18.375587, -2.5719953, 'you flippin your shit yet')",18.375587,-2.5719953,you flippin your shit yet,You flippin your shit yet?
ham,0,4,"Text(-30.673012, -11.942074, 'k give me a sec breaking a at cstore')",-30.673012,-11.942074,k give me a sec breaking a at cstore,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
ham,0,9,"Text(-6.756338, 18.03465, 'am i that much bad to avoid like this')",-6.756338,18.03465,am i that much bad to avoid like this,Am i that much bad to avoid like this?
ham,0,9,"Text(8.309266, 15.7599535, 'yo you around just got my car back')",8.309266,15.7599535,yo you around just got my car back,"Yo, you around? Just got my car back"
ham,0,0,"Text(-35.719532, 32.63318, 'annoying isn t it')",-35.719532,32.63318,annoying isn t it,Annoying isn't it.
ham,0,8,"Text(20.291609, -6.3368454, 'goodmorning today i am late for min')",20.291609,-6.3368454,goodmorning today i am late for min,"Goodmorning, Today i am late for  &lt;#&gt; min."
ham,0,4,"Text(-33.33132, -0.31094167, 'there s no point hangin on to mr not right if he s not makin u happy')",-33.33132,-0.31094167,there s no point hangin on to mr not right if he s not makin u happy,There's no point hangin on to mr not right if he's not makin u happy
ham,0,9,"Text(11.411904, 8.421396, 'all will come alive better correct any good looking figure there itself')",11.411904,8.421396,all will come alive better correct any good looking figure there itself,All will come alive.better correct any good looking figure there itself..
ham,0,0,"Text(-30.218147, 33.618416, 'in that case i guess i ll see you at campus lodge')",-30.218147,33.618416,in that case i guess i ll see you at campus lodge,In that case I guess I'll see you at campus lodge
ham,0,6,"Text(-1.9534423, 15.272846, 'we re done')",-1.9534423,15.272846,we re done,We're done...
ham,0,0,"Text(-24.943447, 15.501291, 'come to my home for one last time i wont do anything trust me')",-24.943447,15.501291,come to my home for one last time i wont do anything trust me,Come to my home for one last time i wont do anything. Trust me.
ham,0,6,"Text(-1.2684513, 13.211571, 'i was up all night too worrying about this appt it s a shame we missed a girls night out with quizzes popcorn and you doing my hair')",-1.2684513,13.211571,i was up all night too worrying about this appt it s a shame we missed a girls night out with quizzes popcorn and you doing my hair,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
spam,1,1,"Text(1.8748444, -33.887096, 'sex up ur mobile with a free sexy pic of jordan just text babe to then every wk get a sexy celeb pocketbabe co uk more pics wk')",1.8748444,-33.887096,sex up ur mobile with a free sexy pic of jordan just text babe to then every wk get a sexy celeb pocketbabe co uk more pics wk,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248
ham,0,4,"Text(-33.24506, -11.36427, 'ok c ya')",-33.24506,-11.36427,ok c ya,Ok... C ya...
spam,1,7,"Text(-27.996603, -19.580841, 'you have new voicemail please call')",-27.996603,-19.580841,you have new voicemail please call,You have 1 new voicemail. Please call 08719181503
ham,0,6,"Text(-1.1514343, 18.838589, 'what he said is not the matter my mind saying some other matter is there')",-1.1514343,18.838589,what he said is not the matter my mind saying some other matter is there,What he said is not the matter. My mind saying some other matter is there.
ham,0,0,"Text(-34.376213, 20.590246, 'he also knows about lunch menu only da i know')",-34.376213,20.590246,he also knows about lunch menu only da i know,He also knows about lunch menu only da. . I know
ham,0,8,"Text(18.848286, 4.6471953, 'al he does is moan at me if n e thin goes wrong its my fault al de arguments r my fault fed up of him of himso y bother hav go thanx xx')",18.848286,4.6471953,al he does is moan at me if n e thin goes wrong its my fault al de arguments r my fault fed up of him of himso y bother hav go thanx xx,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
ham,0,6,"Text(0.8936267, -22.389896, 'neft transaction with reference number for rs decimal has been credited to the beneficiary account on at time')",0.8936267,-22.389896,neft transaction with reference number for rs decimal has been credited to the beneficiary account on at time,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham,0,3,"Text(33.907433, -8.248139, 'otherwise had part time job na tuition')",33.907433,-8.248139,otherwise had part time job na tuition,Otherwise had part time job na-tuition..
ham,0,0,"Text(-12.474798, 34.605377, 'i know she called me')",-12.474798,34.605377,i know she called me,I know she called me
ham,0,9,"Text(11.25491, 12.773255, 'me also da i feel yesterday night wait til day night dear')",11.25491,12.773255,me also da i feel yesterday night wait til day night dear,"Me also da, i feel yesterday night  wait til 2day night dear."
ham,0,6,"Text(-9.267239, -2.156868, 'thanks for understanding i ve been trying to tell sura that')",-9.267239,-2.156868,thanks for understanding i ve been trying to tell sura that,Thanks for understanding. I've been trying to tell sura that.
spam,1,7,"Text(-1.5276797, -39.105186, 'win a year supply of cds a store of ur choice worth enter our weekly draw txt music to ts cs www ldew com subs win ppmx')",-1.5276797,-39.105186,win a year supply of cds a store of ur choice worth enter our weekly draw txt music to ts cs www ldew com subs win ppmx,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,0,6,"Text(-6.765114, -10.914946, 'the whole car appreciated the last two dad and are having a map reading semi argument but apart from that things are going ok p')",-6.765114,-10.914946,the whole car appreciated the last two dad and are having a map reading semi argument but apart from that things are going ok p,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
spam,1,7,"Text(-6.378238, -34.34018, 'as a sim subscriber you are selected to receive a bonus get it delivered to your door txt the word ok to no to claim p msg exp apr')",-6.378238,-34.34018,as a sim subscriber you are selected to receive a bonus get it delivered to your door txt the word ok to no to claim p msg exp apr,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
ham,0,0,"Text(-32.80165, 25.199316, 'i need you to be in my strong arms')",-32.80165,25.199316,i need you to be in my strong arms,I need you to be in my strong arms...
ham,0,9,"Text(-16.51013, 21.74382, 'also maaaan are you missing out')",-16.51013,21.74382,also maaaan are you missing out,Also maaaan are you missing out
ham,0,6,"Text(-0.80747175, -0.33071205, 'his bday real is in april')",-0.80747175,-0.33071205,his bday real is in april,His bday real is in april .
ham,0,4,"Text(-32.63481, 24.212862, 'guessin you ain t gonna be here before')",-32.63481,24.212862,guessin you ain t gonna be here before,Guessin you ain't gonna be here before 9?
ham,0,6,"Text(-21.917871, 0.5990011, 'ok then i will come to ur home after half an hour')",-21.917871,0.5990011,ok then i will come to ur home after half an hour,Ok then i will come to ur home after half an hour
ham,0,8,"Text(18.113798, -20.439774, 'yo the game almost over want to go to walmart soon')",18.113798,-20.439774,yo the game almost over want to go to walmart soon,"Yo, the game almost over? Want to go to walmart soon"
ham,0,0,"Text(-17.667059, 15.42492, 'yeah probably but not sure ilol let u know but personally i wuldnt bother then again if ur goin to then i mite as well')",-17.667059,15.42492,yeah probably but not sure ilol let u know but personally i wuldnt bother then again if ur goin to then i mite as well,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
ham,0,0,"Text(-26.404617, 13.697752, 'i ll text now all creepy like so he won t think that we forgot')",-26.404617,13.697752,i ll text now all creepy like so he won t think that we forgot,I'll text now! All creepy like so he won't think that we forgot
ham,0,9,"Text(1.1791315, 26.2954, 'that would be good i ll phone you tomo lunchtime shall i to organise something')",1.1791315,26.2954,that would be good i ll phone you tomo lunchtime shall i to organise something,"that would be good ‰Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
spam,1,7,"Text(-27.996603, -19.580841, 'you have new voicemail please call')",-27.996603,-19.580841,you have new voicemail please call,You have 1 new voicemail. Please call 08719181513.
ham,0,6,"Text(-2.0190866, 11.538638, 'damn can you make it tonight or do you want to just wait til tomorrow')",-2.0190866,11.538638,damn can you make it tonight or do you want to just wait til tomorrow,"Damn, can you make it tonight or do you want to just wait til tomorrow"
ham,0,0,"Text(-33.965904, 23.784008, 'k k i m also fine when will you complete the course')",-33.965904,23.784008,k k i m also fine when will you complete the course,K..k..i'm also fine:)when will you complete the course?
ham,0,9,"Text(1.7121317, 11.432727, 'true it is passable and if you get a high score and apply for phd you get years of salary so it makes life easier')",1.7121317,11.432727,true it is passable and if you get a high score and apply for phd you get years of salary so it makes life easier,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
spam,1,7,"Text(-1.2130649, -40.045197, 'no nokia tone ur mob every week just txt nok to st tone free so get txtin now and tell ur friends p tone reply hl info')",-1.2130649,-40.045197,no nokia tone ur mob every week just txt nok to st tone free so get txtin now and tell ur friends p tone reply hl info,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,0,0,"Text(-14.84289, 28.176928, 'prakesh is there know')",-14.84289,28.176928,prakesh is there know,Prakesh is there know.
ham,0,9,"Text(8.06023, 21.2385, 'teach me apps da when you come to college')",8.06023,21.2385,teach me apps da when you come to college,Teach me apps da. When you come to college.
ham,0,4,"Text(-38.905064, 5.5997567, 'rofl betta invest in some anti aging products')",-38.905064,5.5997567,rofl betta invest in some anti aging products,Rofl betta invest in some  anti aging products
spam,1,1,"Text(9.874515, -31.01522, 'you are a winner u have been specially selected receive cash or a holiday flights inc speak to a live operator claim')",9.874515,-31.01522,you are a winner u have been specially selected receive cash or a holiday flights inc speak to a live operator claim,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,0,6,"Text(1.6303152, -8.863632, 'sir you will receive the account no another hr time sorry for the delay')",1.6303152,-8.863632,sir you will receive the account no another hr time sorry for the delay,"sir, you will receive the account no another 1hr time. Sorry for the delay."
spam,1,1,"Text(2.4089582, -31.525375, 'reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations www phb com ph p')",2.4089582,-31.525375,reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations www phb com ph p,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
ham,0,3,"Text(32.375782, 5.997209, 'so ll be submitting da project tmr rite')",32.375782,5.997209,so ll be submitting da project tmr rite,So Ì_'ll be submitting da project tmr rite?
spam,1,7,"Text(-1.007177, -37.589695, 'free entry into our weekly comp just send the word enter to now t c www textcomp com cust care')",-1.007177,-37.589695,free entry into our weekly comp just send the word enter to now t c www textcomp com cust care,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
ham,0,3,"Text(26.741861, 5.63804, 'jus ans me lar u ll noe later')",26.741861,5.63804,jus ans me lar u ll noe later,Jus ans me lar. U'll noe later.
ham,0,8,"Text(13.093642, 3.6375957, 'i want to send something that can sell fast k is not easy money')",13.093642,3.6375957,i want to send something that can sell fast k is not easy money,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
ham,0,8,"Text(19.710888, -4.381503, 'have got few things to do may be in pub later')",19.710888,-4.381503,have got few things to do may be in pub later,have got * few things to do. may be in * pub later.
ham,0,8,"Text(18.200348, -22.118357, 's finish meeting call me')",18.200348,-22.118357,s finish meeting call me,1's finish meeting call me.
ham,0,0,"Text(-36.80565, 24.301569, 'lol ok i ll snatch her purse too')",-36.80565,24.301569,lol ok i ll snatch her purse too,Lol ok. I'll snatch her purse too.
ham,0,8,"Text(4.903298, -6.1746006, 'hello drivby quit edrunk sorry iff pthis makes no senrd dnot no how dancce drum n basq ihave fun nhite x ros xxxxxxx')",4.903298,-6.1746006,hello drivby quit edrunk sorry iff pthis makes no senrd dnot no how dancce drum n basq ihave fun nhite x ros xxxxxxx,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\"""""
ham,0,6,"Text(-6.7101264, -12.770774, 'your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply')",-6.7101264,-12.770774,your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,0,0,"Text(-16.843208, 22.678425, 'how much are we getting')",-16.843208,22.678425,how much are we getting,How much are we getting?
ham,0,1,"Text(3.7644117, -23.785992, 'is ur paper in e morn or aft tmr')",3.7644117,-23.785992,is ur paper in e morn or aft tmr,Is ur paper in e morn or aft tmr?
ham,0,6,"Text(-2.5832365, -12.682487, 'dear relieved of westonzoyland all going to plan this end too')",-2.5832365,-12.682487,dear relieved of westonzoyland all going to plan this end too,"Dear relieved of westonzoyland, all going to plan this end too!"
ham,0,6,"Text(0.8508439, 10.768135, 'hope you are having a great new semester do wish you the very best you are made for greatness')",0.8508439,10.768135,hope you are having a great new semester do wish you the very best you are made for greatness,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
ham,0,6,"Text(1.5234995, -4.0934286, 'oh yes i can speak txt u no hmm did u get email')",1.5234995,-4.0934286,oh yes i can speak txt u no hmm did u get email,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
ham,0,3,"Text(25.584387, 13.604488, 'i want to show you the world princess how about europe')",25.584387,13.604488,i want to show you the world princess how about europe,"I want to show you the world, princess :) how about europe?"
ham,0,3,"Text(40.15185, -10.500015, 'nobody can decide where to eat and dad wants chinese')",40.15185,-10.500015,nobody can decide where to eat and dad wants chinese,Nobody can decide where to eat and dad wants Chinese
ham,0,9,"Text(14.098262, 18.545277, 'no shoot me i m in the docs waiting room')",14.098262,18.545277,no shoot me i m in the docs waiting room,No shoot me. I'm in the docs waiting room. :/
ham,0,6,"Text(-14.0507145, 10.681735, 'now i m going out dinner soon')",-14.0507145,10.681735,now i m going out dinner soon,Now? I'm going out 4 dinner soon..
ham,0,6,"Text(-7.5877314, -20.43457, 'hello which the site to download songs its urgent pls')",-7.5877314,-20.43457,hello which the site to download songs its urgent pls,Hello which the site to download songs its urgent pls
ham,0,9,"Text(14.082098, 16.643427, 'i do know what u mean is the king of not havin credit i m goin bed now night night sweet only more sleep')",14.082098,16.643427,i do know what u mean is the king of not havin credit i m goin bed now night night sweet only more sleep,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
ham,0,9,"Text(15.5952635, 16.263369, 'horrible gal me in sch doing some stuff how come u got mc')",15.5952635,16.263369,horrible gal me in sch doing some stuff how come u got mc,Horrible gal. Me in sch doing some stuff. How come u got mc?
ham,0,6,"Text(-18.093369, 3.1741815, 'hi hun im not comin nite tell every im sorry me hope u ava goodtime oli rang melnite ifink it mite b sorted but il explain everythin on mon l rs x')",-18.093369,3.1741815,hi hun im not comin nite tell every im sorry me hope u ava goodtime oli rang melnite ifink it mite b sorted but il explain everythin on mon l rs x,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
ham,0,6,"Text(-27.246283, 12.600802, 'i call you later don t have network if urgnt sms me')",-27.246283,12.600802,i call you later don t have network if urgnt sms me,"I call you later, don't have network. If urgnt, sms me."
ham,0,6,"Text(-16.736032, -0.8722207, 'ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear')",-16.736032,-0.8722207,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
spam,1,6,"Text(-8.132755, -22.976522, 'please call immediately as there is an urgent message waiting for you')",-8.132755,-22.976522,please call immediately as there is an urgent message waiting for you,Please CALL 08712402779 immediately as there is an urgent message waiting for you
ham,0,9,"Text(20.924612, 16.79045, 'yeah like if it goes like it did with my friends imma flip my shit in like half an hour')",20.924612,16.79045,yeah like if it goes like it did with my friends imma flip my shit in like half an hour,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
ham,0,6,"Text(-9.875382, 6.518547, 'mum say we wan to go then go then she can shun bian watch da glass exhibition')",-9.875382,6.518547,mum say we wan to go then go then she can shun bian watch da glass exhibition,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
ham,0,8,"Text(8.147084, -16.886047, 'what your plan for pongal')",8.147084,-16.886047,what your plan for pongal,What your plan for pongal?
ham,0,8,"Text(11.589764, -5.0557585, 'just wait till end of march when el nino gets himself oh')",11.589764,-5.0557585,just wait till end of march when el nino gets himself oh,Just wait till end of march when el nino gets himself. Oh.
ham,0,3,"Text(31.61619, 5.548401, 'not yet chikku going to room nw i m in bus')",31.61619,5.548401,not yet chikku going to room nw i m in bus,"Not yet chikku..going to room nw, i'm in bus.."
ham,0,6,"Text(1.1296911, -8.982377, 'am also doing in cbe only but have to pay')",1.1296911,-8.982377,am also doing in cbe only but have to pay,Am also doing in cbe only. But have to pay.
ham,0,9,"Text(-9.626896, 33.057465, 'honey boo i m missing u')",-9.626896,33.057465,honey boo i m missing u,Honey boo I'm missing u.
ham,0,1,"Text(6.422472, -28.321558, 'we have sent jd for customer service cum accounts executive to ur mail id for details contact us')",6.422472,-28.321558,we have sent jd for customer service cum accounts executive to ur mail id for details contact us,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,0,8,"Text(19.989119, 1.8656695, 'yo i m at my parents gettin cash good news we picked up a downstem')",19.989119,1.8656695,yo i m at my parents gettin cash good news we picked up a downstem,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
ham,0,9,"Text(4.611642, 18.43912, 'thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good we ve given you ultimatum oh we are countin down to aburo enjoy')",4.611642,18.43912,thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good we ve given you ultimatum oh we are countin down to aburo enjoy,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
spam,1,7,"Text(-2.4859433, -42.47341, 'hungry gay guys feeling hungry and up it now call just p min to stop texts call p min')",-2.4859433,-42.47341,hungry gay guys feeling hungry and up it now call just p min to stop texts call p min,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
ham,0,6,"Text(-2.4714754, -6.532443, 'ok no wahala just remember that a friend in need')",-2.4714754,-6.532443,ok no wahala just remember that a friend in need,Ok. No wahala. Just remember that a friend in need ...
ham,0,9,"Text(14.288645, 19.146288, 'i will see in half an hour')",14.288645,19.146288,i will see in half an hour,I will see in half an hour
ham,0,8,"Text(16.37831, -8.880723, 'im in inperialmusic listening the weirdest track ever by leafcutter john sounds like insects being molested someone plumbing remixed by evil men on acid')",16.37831,-8.880723,im in inperialmusic listening the weirdest track ever by leafcutter john sounds like insects being molested someone plumbing remixed by evil men on acid,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
ham,0,4,"Text(-34.56354, 0.13530576, 'hey sorry i didntgive ya a a bellearlier hunny')",-34.56354,0.13530576,hey sorry i didntgive ya a a bellearlier hunny,\Hey sorry I didntgive ya a a bellearlier hunny
