,0
2998,7
2999,6
3000,1
3001,9
3002,1
3003,5
3004,5
3005,1
3006,0
3007,4
3008,7
3009,1
3010,6
3011,1
3012,7
3013,4
3014,7
3015,0
3016,4
3017,5
3018,7
3019,1
3020,5
3021,7
3022,1
3023,1
3024,4
3025,4
3026,4
3027,1
3028,0
3029,7
3030,1
3031,1
3032,7
3033,7
3034,4
3035,0
3036,5
3037,7
3038,4
3039,0
3040,1
3041,5
3042,6
3043,2
3044,6
3045,7
3046,2
3047,1
3048,0
3049,7
3050,0
3051,5
3052,4
3053,0
3054,2
3055,4
3056,0
3057,2
3058,1
3059,7
3060,4
3061,5
3062,4
3063,5
3064,1
3065,5
3066,7
3067,7
3068,1
3069,0
3070,4
3071,5
3072,1
3073,7
3074,7
3075,7
3076,0
3077,5
3078,1
3079,9
3080,4
3081,1
3082,0
3083,1
3084,7
3085,1
3086,5
3087,1
3088,3
3089,5
3090,7
3091,4
3092,1
3093,7
3094,4
3095,0
3096,4
3097,2
3098,1
3099,6
3100,7
3101,1
3102,7
3103,1
3104,9
3105,7
3106,5
3107,7
3108,3
3109,9
3110,1
3111,0
3112,9
3113,7
3114,0
3115,7
3116,0
3117,4
3118,5
3119,1
3120,6
3121,4
3122,7
3123,7
3124,4
3125,5
3126,5
3127,9
3128,1
3129,0
3130,0
3131,4
3132,4
3133,6
3134,5
3135,0
3136,7
3137,6
3138,4
3139,2
3140,4
3141,2
3142,4
3143,7
3144,0
3145,6
3146,4
3147,1
3148,1
3149,7
3150,9
3151,0
3152,1
3153,9
3154,7
3155,5
3156,6
3157,4
3158,4
3159,4
3160,2
3161,4
3162,9
3163,6
3164,7
3165,4
3166,0
3167,5
3168,1
3169,7
3170,0
3171,7
3172,0
3173,1
3174,3
3175,9
3176,5
3177,0
3178,2
3179,5
3180,1
3181,0
3182,1
3183,1
3184,4
3185,7
3186,6
3187,7
3188,0
3189,7
3190,0
3191,4
3192,7
3193,4
3194,5
3195,7
3196,5
3197,7
3198,0
3199,4
3200,5
3201,7
3202,4
3203,2
3204,2
3205,4
3206,7
3207,7
3208,2
3209,7
3210,0
3211,4
3212,7
3213,5
3214,4
3215,2
3216,9
3217,0
3218,4
3219,0
3220,0
3221,6
3222,6
3223,1
3224,7
3225,5
3226,0
3227,6
3228,4
3229,5
3230,1
3231,4
3232,0
3233,2
3234,6
3235,4
3236,4
3237,4
3238,7
3239,0
3240,4
3241,4
3242,0
3243,7
3244,4
3245,7
3246,2
3247,1
3248,7
3249,6
3250,4
3251,0
3252,9
3253,1
3254,4
3255,4
3256,1
3257,5
3258,1
3259,1
3260,6
3261,4
3262,7
3263,0
3264,6
3265,7
3266,1
3267,0
3268,7
3269,0
3270,5
3271,7
3272,7
3273,1
3274,1
3275,2
3276,4
3277,7
3278,7
3279,7
3280,0
3281,7
3282,1
3283,2
3284,9
3285,7
3286,1
3287,5
3288,7
3289,4
3290,1
3291,6
3292,1
3293,0
3294,4
3295,7
3296,0
3297,1
3298,7
3299,0
3300,4
3301,9
3302,7
3303,5
3304,4
3305,7
3306,0
3307,1
3308,7
3309,7
3310,0
3311,3
3312,3
3313,4
3314,1
3315,6
3316,5
3317,1
3318,1
3319,1
3320,5
3321,1
3322,4
3323,4
3324,4
3325,7
3326,7
3327,4
3328,7
3329,4
3330,4
3331,4
3332,4
3333,1
3334,4
3335,4
3336,7
3337,4
3338,5
3339,0
3340,4
3341,0
3342,1
3343,3
3344,7
3345,7
3346,5
3347,1
3348,1
3349,4
3350,0
3351,4
3352,1
3353,1
3354,1
3355,7
3356,7
3357,4
3358,5
3359,6
3360,1
3361,7
3362,0
3363,3
3364,5
3365,6
3366,2
3367,5
3368,0
3369,9
3370,4
3371,0
3372,4
3373,6
3374,6
3375,1
3376,1
3377,4
3378,6
3379,1
3380,4
3381,2
3382,0
3383,0
3384,0
3385,1
3386,1
3387,1
3388,5
3389,6
3390,7
3391,4
3392,6
3393,9
3394,0
3395,1
3396,0
3397,0
3398,1
3399,2
3400,5
3401,3
3402,7
3403,0
3404,9
3405,1
3406,9
3407,9
3408,2
3409,1
3410,1
3411,0
3412,3
3413,0
3414,7
3415,1
3416,2
3417,2
3418,5
3419,0
3420,1
3421,9
3422,0
3423,1
3424,7
3425,7
3426,9
3427,2
3428,7
3429,7
3430,6
3431,0
3432,5
3433,6
3434,0
3435,6
3436,0
3437,5
3438,4
3439,0
3440,4
3441,1
3442,0
3443,1
3444,0
3445,1
3446,2
3447,4
3448,5
3449,7
3450,0
3451,2
3452,6
3453,6
3454,4
3455,0
3456,7
3457,4
3458,0
3459,1
3460,7
3461,7
3462,4
3463,6
3464,7
3465,6
3466,9
3467,7
3468,1
3469,7
3470,0
3471,8
3472,4
3473,0
3474,7
3475,4
3476,1
3477,0
3478,1
3479,9
3480,1
3481,0
3482,1
3483,7
3484,5
3485,0
3486,5
3487,5
3488,7
3489,1
3490,3
3491,6
3492,1
3493,1
3494,6
3495,4
3496,6
3497,6
3498,7
3499,7
3500,4
3501,4
3502,1
3503,0
3504,4
3505,0
3506,4
3507,3
3508,0
3509,7
3510,1
3511,4
3512,2
3513,2
3514,1
3515,5
3516,1
3517,4
3518,7
3519,5
3520,1
3521,0
3522,1
3523,7
3524,4
3525,4
3526,5
3527,7
3528,1
3529,0
3530,5
3531,2
3532,1
3533,7
3534,0
3535,7
3536,6
3537,4
3538,5
3539,2
3540,7
3541,4
3542,1
3543,2
3544,4
3545,9
3546,0
3547,9
3548,0
3549,1
3550,1
3551,9
3552,1
3553,4
3554,9
3555,0
3556,6
3557,1
3558,7
3559,4
3560,0
3561,7
3562,2
3563,7
3564,1
3565,6
3566,4
3567,0
3568,9
3569,0
3570,9
3571,4
3572,4
3573,5
3574,1
3575,1
3576,4
3577,4
3578,9
3579,0
3580,1
3581,2
3582,0
3583,0
3584,4
3585,7
3586,5
3587,4
3588,1
3589,1
3590,1
3591,4
3592,5
3593,1
3594,1
3595,4
3596,7
3597,0
3598,5
3599,7
3600,1
3601,1
3602,4
3603,9
3604,5
3605,0
3606,0
3607,6
3608,5
3609,7
3610,6
3611,0
3612,0
3613,0
3614,2
3615,6
3616,4
3617,5
3618,2
3619,7
3620,7
3621,7
3622,1
3623,5
3624,1
3625,2
3626,0
3627,7
3628,7
3629,9
3630,0
3631,1
3632,9
3633,4
3634,1
3635,5
3636,7
3637,5
3638,7
3639,3
3640,4
3641,1
3642,4
3643,4
3644,0
3645,1
3646,7
3647,0
3648,7
3649,6
3650,7
3651,7
3652,0
3653,0
3654,7
3655,0
3656,1
3657,5
3658,1
3659,0
3660,0
3661,4
3662,2
3663,4
3664,5
3665,4
3666,1
3667,7
3668,6
3669,7
3670,7
3671,0
3672,4
3673,7
3674,0
3675,9
3676,4
3677,7
3678,7
3679,9
3680,4
3681,2
3682,7
3683,7
3684,7
3685,7
3686,7
3687,0
3688,4
3689,7
3690,1
3691,0
3692,9
3693,6
3694,0
3695,6
3696,4
3697,7
3698,1
3699,7
3700,4
3701,7
3702,2
3703,7
3704,4
3705,6
3706,5
3707,2
3708,0
3709,0
3710,9
3711,1
3712,5
3713,4
3714,0
3715,1
3716,0
3717,1
3718,5
3719,6
3720,1
3721,5
3722,4
3723,1
3724,9
3725,7
3726,7
3727,6
3728,7
3729,4
3730,7
3731,1
3732,2
3733,7
3734,3
3735,4
3736,4
3737,2
3738,5
3739,0
3740,9
3741,7
3742,6
3743,6
3744,1
3745,9
3746,5
3747,4
3748,1
3749,3
3750,2
3751,5
3752,0
3753,0
3754,1
3755,6
3756,0
3757,4
3758,5
3759,5
3760,9
3761,0
3762,9
3763,5
3764,1
3765,5
3766,0
3767,0
3768,7
3769,4
3770,4
3771,9
3772,7
3773,7
3774,2
3775,7
3776,1
3777,1
3778,0
3779,1
3780,6
3781,1
3782,1
3783,9
3784,0
3785,7
3786,3
3787,0
3788,3
3789,2
3790,1
3791,1
3792,1
3793,6
3794,6
3795,2
3796,0
3797,1
3798,1
3799,1
3800,5
3801,2
3802,1
3803,4
3804,7
3805,5
3806,2
3807,4
3808,1
3809,0
3810,9
3811,7
3812,4
3813,7
3814,1
3815,4
3816,0
3817,7
3818,6
3819,4
3820,1
3821,5
3822,7
3823,1
3824,7
3825,1
3826,0
3827,7
3828,4
3829,4
3830,2
3831,7
3832,6
3833,1
3834,4
3835,0
3836,6
3837,0
3838,9
3839,7
3840,1
3841,1
3842,2
3843,0
3844,2
3845,6
3846,7
3847,0
3848,0
3849,0
3850,0
3851,7
3852,4
3853,7
3854,7
3855,7
3856,1
3857,1
3858,4
3859,4
3860,7
3861,1
3862,7
3863,1
3864,7
3865,1
3866,4
3867,1
3868,5
3869,0
3870,0
3871,5
3872,3
3873,2
3874,0
3875,9
3876,5
3877,2
3878,5
3879,9
3880,6
3881,6
3882,0
3883,8
3884,4
3885,1
3886,0
3887,2
3888,2
3889,0
3890,0
3891,7
3892,4
3893,7
3894,7
3895,2
3896,3
3897,0
3898,4
3899,5
3900,1
3901,1
3902,7
3903,2
3904,0
3905,1
3906,1
3907,4
3908,0
3909,0
3910,7
3911,7
3912,7
3913,4
3914,7
3915,4
3916,4
3917,4
3918,5
3919,2
3920,7
3921,1
3922,1
3923,2
3924,9
3925,0
3926,1
3927,6
3928,7
3929,7
3930,6
3931,7
3932,1
3933,7
3934,4
3935,0
3936,9
3937,7
3938,7
3939,0
3940,4
3941,7
3942,5
3943,1
3944,1
3945,2
3946,5
3947,4
3948,7
3949,5
3950,9
3951,1
3952,1
3953,7
3954,2
3955,6
3956,4
3957,1
3958,0
3959,7
3960,2
3961,1
3962,0
3963,0
3964,0
3965,4
3966,7
3967,3
3968,0
3969,2
3970,7
3971,1
3972,5
3973,5
3974,7
3975,0
3976,4
3977,5
3978,4
3979,2
3980,9
3981,7
3982,2
3983,1
3984,0
3985,0
3986,7
3987,4
3988,6
3989,4
3990,0
3991,0
3992,9
3993,9
3994,2
3995,4
3996,7
3997,1
3998,7
3999,7
4000,1
4001,2
4002,5
4003,1
4004,7
4005,1
4006,4
4007,4
4008,1
4009,1
4010,0
4011,1
4012,7
4013,6
4014,0
4015,0
4016,1
4017,2
4018,4
4019,0
4020,4
4021,5
4022,7
4023,9
4024,4
4025,7
4026,5
4027,0
4028,9
4029,2
4030,1
4031,4
4032,4
4033,1
4034,7
4035,4
4036,1
4037,0
4038,0
4039,4
4040,1
4041,1
4042,2
4043,7
4044,7
4045,4
4046,1
4047,4
4048,4
4049,1
4050,5
4051,7
4052,4
4053,4
4054,1
4055,1
4056,1
4057,5
4058,9
4059,7
4060,6
4061,6
4062,7
4063,1
4064,4
4065,1
4066,0
4067,2
4068,4
4069,6
4070,2
4071,0
4072,9
4073,1
4074,7
4075,0
4076,4
4077,7
4078,0
4079,1
4080,0
4081,7
4082,7
4083,9
4084,1
4085,1
4086,6
4087,0
4088,1
4089,2
4090,2
4091,5
4092,7
4093,9
4094,4
4095,7
4096,7
4097,7
4098,4
4099,0
4100,0
4101,0
4102,7
4103,7
4104,0
4105,1
4106,7
4107,1
4108,9
4109,4
4110,0
4111,7
4112,7
4113,5
4114,1
4115,1
4116,1
4117,4
4118,7
4119,5
4120,1
4121,1
4122,1
4123,1
4124,4
4125,5
4126,6
4127,0
4128,4
4129,5
4130,9
4131,1
4132,1
4133,2
4134,6
4135,2
4136,7
4137,9
4138,0
4139,7
4140,7
4141,1
4142,4
4143,9
4144,0
4145,7
4146,6
4147,2
4148,4
4149,5
4150,2
4151,7
4152,1
4153,1
4154,4
4155,4
4156,0
4157,4
4158,0
4159,4
4160,1
4161,5
4162,4
4163,7
4164,9
4165,7
4166,7
4167,4
4168,7
4169,1
4170,1
4171,4
4172,4
4173,1
4174,7
4175,4
4176,1
4177,2
4178,1
4179,9
4180,9
4181,5
4182,4
4183,0
4184,0
4185,6
4186,0
4187,1
4188,4
4189,6
4190,7
4191,5
4192,1
4193,6
4194,6
4195,7
4196,7
4197,5
4198,0
4199,7
4200,6
4201,4
4202,1
4203,1
4204,0
4205,5
4206,1
4207,1
4208,0
4209,5
4210,0
4211,4
4212,1
4213,0
4214,5
4215,5
4216,4
4217,9
4218,9
4219,5
4220,6
4221,7
4222,7
4223,7
4224,2
4225,8
4226,7
4227,6
4228,5
4229,9
4230,9
4231,1
4232,4
4233,1
4234,1
4235,0
4236,4
4237,5
4238,7
4239,1
4240,4
4241,7
4242,6
4243,2
4244,0
4245,0
4246,1
4247,1
4248,2
4249,4
4250,6
4251,1
4252,1
4253,9
4254,1
4255,0
4256,5
4257,1
4258,5
4259,7
4260,6
4261,1
4262,2
4263,0
4264,5
4265,1
4266,1
4267,4
4268,7
4269,7
4270,0
4271,6
4272,7
4273,5
4274,5
4275,7
4276,9
4277,2
4278,1
4279,1
4280,2
4281,7
4282,4
4283,0
4284,1
4285,0
4286,0
4287,0
4288,1
4289,0
4290,0
4291,1
4292,1
4293,7
4294,0
4295,4
4296,1
4297,1
4298,4
4299,1
4300,4
4301,4
4302,0
4303,7
4304,7
4305,0
4306,7
4307,9
4308,4
4309,1
4310,2
4311,5
4312,7
4313,6
4314,7
4315,6
4316,5
4317,0
4318,7
4319,5
4320,5
4321,1
4322,4
4323,5
4324,7
4325,1
4326,1
4327,3
4328,7
4329,1
4330,1
4331,0
4332,5
4333,1
4334,6
4335,7
4336,1
4337,4
4338,7
4339,1
4340,9
4341,5
4342,1
4343,4
4344,0
4345,0
4346,7
4347,2
4348,0
4349,4
4350,4
4351,6
4352,9
4353,0
4354,9
4355,0
4356,4
4357,1
4358,2
4359,4
4360,1
4361,4
4362,1
4363,9
4364,1
4365,7
4366,7
4367,9
4368,0
4369,7
4370,4
4371,7
4372,0
4373,2
4374,1
4375,0
4376,4
4377,1
4378,6
4379,0
4380,1
4381,0
4382,6
4383,0
4384,6
4385,1
4386,5
4387,0
4388,9
4389,0
4390,1
4391,9
4392,1
4393,4
4394,6
4395,7
4396,4
4397,7
4398,7
4399,7
4400,5
4401,0
4402,4
4403,5
4404,2
4405,1
4406,3
4407,1
4408,4
4409,4
4410,0
4411,0
4412,0
4413,7
4414,7
4415,7
4416,1
4417,9
4418,0
4419,4
4420,1
4421,0
4422,7
4423,4
4424,1
4425,7
4426,5
4427,0
4428,5
4429,4
4430,4
4431,9
4432,6
4433,7
4434,1
4435,1
4436,7
4437,1
4438,0
4439,0
4440,7
4441,9
4442,1
4443,1
4444,7
4445,0
4446,5
4447,1
4448,4
4449,7
4450,0
4451,7
4452,4
4453,7
4454,2
4455,0
4456,2
4457,0
4458,4
4459,2
4460,4
4461,4
4462,5
4463,4
4464,0
4465,6
4466,4
4467,0
4468,9
4469,0
4470,6
4471,0
4472,1
4473,3
4474,7
4475,7
4476,1
4477,7
4478,4
4479,9
4480,2
4481,5
4482,4
4483,7
4484,4
4485,0
4486,2
4487,6
4488,0
4489,0
4490,5
4491,1
4492,0
4493,4
4494,0
4495,6
4496,0
4497,2
4498,6
4499,4
4500,7
4501,1
4502,4
4503,4
4504,0
4505,7
4506,7
4507,1
4508,7
4509,0
4510,6
4511,0
4512,4
4513,0
4514,2
4515,7
4516,5
4517,1
4518,0
4519,4
4520,7
4521,2
4522,0
4523,9
4524,0
4525,7
4526,1
4527,1
4528,1
4529,5
4530,1
4531,1
4532,0
4533,4
4534,0
4535,0
4536,2
4537,9
4538,7
4539,1
4540,0
4541,4
4542,7
4543,1
4544,7
4545,0
4546,7
4547,7
4548,7
4549,0
4550,4
4551,9
4552,7
4553,4
4554,1
4555,5
4556,6
4557,2
4558,9
4559,2
4560,4
4561,5
4562,1
4563,4
4564,9
4565,1
4566,1
4567,9
4568,4
4569,7
4570,0
4571,4
4572,9
4573,1
4574,7
4575,1
4576,7
4577,7
4578,6
4579,7
4580,5
4581,0
4582,9
4583,0
4584,7
4585,0
4586,7
4587,0
4588,1
4589,5
4590,0
4591,5
4592,1
4593,7
4594,4
4595,0
4596,1
4597,3
4598,7
4599,7
4600,7
4601,1
4602,5
4603,6
4604,4
4605,0
4606,7
4607,7
4608,9
4609,2
4610,1
4611,6
4612,1
4613,1
4614,6
4615,2
4616,7
4617,1
4618,0
4619,1
4620,1
4621,5
4622,3
4623,2
4624,4
4625,0
4626,0
4627,2
4628,1
4629,1
4630,2
4631,6
4632,9
4633,0
4634,5
4635,1
4636,1
4637,4
4638,6
4639,0
4640,5
4641,5
4642,6
4643,6
4644,5
4645,0
4646,6
4647,3
4648,4
4649,4
4650,7
4651,0
4652,4
4653,1
4654,0
4655,0
4656,5
4657,1
4658,5
4659,5
4660,5
4661,4
4662,0
4663,0
4664,4
4665,7
4666,7
4667,5
4668,7
4669,4
4670,0
4671,6
4672,0
4673,7
4674,1
4675,1
4676,9
4677,0
4678,7
4679,6
4680,0
4681,9
4682,5
4683,8
4684,7
4685,4
4686,7
4687,7
4688,6
4689,5
4690,7
4691,6
4692,0
4693,6
4694,0
4695,7
4696,9
4697,5
4698,4
4699,0
4700,0
4701,7
4702,7
4703,7
4704,7
4705,2
4706,4
4707,7
4708,9
4709,9
4710,4
4711,0
4712,5
4713,5
4714,5
4715,2
4716,4
4717,1
4718,0
4719,4
4720,4
4721,7
4722,4
4723,1
4724,7
4725,0
4726,2
4727,0
4728,0
4729,0
4730,6
4731,7
4732,6
4733,7
4734,2
4735,4
4736,7
4737,1
4738,7
4739,9
4740,9
4741,0
4742,6
4743,0
4744,5
4745,2
4746,1
4747,6
4748,2
4749,0
4750,0
4751,0
4752,4
4753,9
4754,4
4755,5
4756,1
4757,4
4758,1
4759,0
4760,0
4761,1
4762,7
4763,5
4764,7
4765,0
4766,2
4767,0
4768,1
4769,0
4770,5
4771,7
4772,5
4773,6
4774,4
4775,7
4776,0
4777,9
4778,2
4779,4
4780,7
4781,1
4782,1
4783,4
4784,7
4785,1
4786,1
4787,4
4788,6
4789,1
4790,7
4791,1
4792,4
4793,1
4794,1
4795,1
4796,5
4797,1
4798,1
4799,5
4800,7
4801,6
4802,7
4803,2
4804,0
4805,4
4806,4
4807,7
4808,1
4809,1
4810,0
4811,6
4812,1
4813,2
4814,4
4815,5
4816,6
4817,6
4818,1
4819,4
4820,6
4821,4
4822,0
4823,6
4824,9
4825,7
4826,4
4827,1
4828,1
4829,0
4830,0
4831,7
4832,1
4833,4
4834,1
4835,5
4836,6
4837,1
4838,4
4839,1
4840,1
4841,9
4842,9
4843,2
4844,7
4845,7
4846,1
4847,7
4848,1
4849,6
4850,7
4851,7
4852,1
4853,0
4854,0
4855,4
4856,9
4857,0
4858,9
4859,0
4860,1
4861,4
4862,0
4863,1
4864,1
4865,1
4866,1
4867,2
4868,1
4869,7
4870,1
4871,1
4872,4
4873,5
4874,5
4875,2
4876,6
4877,5
4878,1
4879,7
4880,9
4881,4
4882,9
4883,7
4884,7
4885,9
4886,7
4887,0
4888,4
4889,5
4890,1
4891,1
4892,5
4893,9
4894,7
4895,7
4896,9
4897,9
4898,1
4899,1
4900,6
4901,4
4902,1
4903,1
4904,5
4905,7
4906,7
4907,4
4908,1
4909,1
4910,9
4911,7
4912,3
4913,2
4914,1
4915,1
4916,5
4917,0
4918,0
4919,1
4920,1
4921,4
4922,7
4923,7
4924,7
4925,7
4926,4
4927,2
4928,5
4929,1
4930,1
4931,0
4932,9
4933,0
4934,0
4935,4
4936,7
4937,5
4938,1
4939,0
4940,7
4941,1
4942,6
4943,0
4944,9
4945,7
4946,2
4947,5
4948,4
4949,4
4950,0
4951,7
4952,4
4953,7
4954,4
4955,6
4956,0
4957,1
4958,1
4959,6
4960,4
4961,0
4962,4
4963,0
4964,9
4965,4
4966,0
4967,7
4968,0
4969,4
4970,2
4971,7
4972,0
4973,4
4974,0
4975,1
4976,1
4977,6
4978,7
4979,3
4980,7
4981,3
4982,0
4983,2
4984,4
4985,0
4986,0
4987,4
4988,4
4989,2
4990,5
4991,9
4992,0
4993,1
4994,0
4995,1
4996,4
4997,2
4998,7
4999,7
5000,1
5001,8
5002,5
5003,7
5004,6
5005,4
5006,2
5007,6
5008,1
5009,9
5010,0
5011,0
5012,4
5013,5
5014,5
5015,7
5016,1
5017,7
5018,1
5019,1
5020,9
5021,0
5022,9
5023,6
5024,7
5025,2
5026,1
5027,4
5028,1
5029,1
5030,4
5031,0
5032,4
5033,4
5034,2
5035,1
5036,4
5037,1
5038,1
5039,2
5040,4
5041,7
5042,1
5043,0
5044,6
5045,6
5046,7
5047,2
5048,1
5049,5
5050,9
5051,4
5052,9
5053,0
5054,4
5055,2
5056,7
5057,5
5058,9
5059,4
5060,9
5061,1
5062,0
5063,0
5064,4
5065,1
5066,1
5067,7
5068,1
5069,6
5070,0
5071,5
5072,4
5073,6
5074,5
5075,1
5076,1
5077,4
5078,7
5079,2
5080,7
5081,6
5082,6
5083,2
5084,5
5085,1
5086,1
5087,2
5088,7
5089,0
5090,4
5091,5
5092,7
5093,9
5094,5
5095,0
5096,2
5097,5
5098,7
5099,0
5100,0
5101,6
5102,4
5103,0
5104,6
5105,4
5106,1
5107,0
5108,7
5109,0
5110,5
5111,7
5112,7
5113,7
5114,1
5115,1
5116,4
5117,5
5118,2
5119,1
5120,7
5121,7
5122,9
5123,1
5124,1
5125,7
5126,4
5127,1
5128,9
5129,1
5130,1
5131,1
5132,7
5133,7
5134,6
5135,3
5136,1
5137,6
5138,5
5139,0
5140,0
5141,4
5142,5
5143,5
5144,1
5145,2
5146,0
5147,7
5148,0
5149,7
5150,1
5151,4
5152,4
5153,7
5154,4
5155,4
5156,1
5157,0
5158,0
5159,2
5160,4
5161,7
5162,1
5163,4
5164,5
5165,7
5166,4
5167,6
5168,4
5169,8
5170,2
5171,9
5172,4
5173,0
5174,5
5175,5
5176,7
5177,2
5178,4
5179,1
5180,4
5181,9
5182,2
5183,0
5184,0
5185,0
5186,2
5187,0
5188,4
5189,4
5190,1
5191,4
5192,6
5193,5
5194,0
5195,9
5196,0
5197,4
5198,7
5199,4
5200,1
5201,5
5202,7
5203,7
5204,4
5205,0
5206,0
5207,7
5208,4
5209,6
5210,0
5211,0
5212,7
5213,2
5214,7
5215,7
5216,5
5217,1
5218,9
5219,4
5220,1
5221,0
5222,1
5223,3
5224,7
5225,0
5226,0
5227,7
5228,0
5229,7
5230,7
5231,9
5232,0
5233,0
5234,1
5235,7
5236,3
5237,1
5238,4
5239,6
5240,5
5241,0
5242,0
5243,4
5244,7
5245,1
5246,1
5247,1
5248,7
5249,2
5250,4
5251,5
5252,4
5253,4
5254,1
5255,4
5256,0
5257,1
5258,9
5259,0
5260,7
5261,7
5262,0
5263,0
5264,6
5265,9
5266,0
5267,0
5268,0
5269,0
5270,5
5271,6
5272,2
5273,5
5274,2
5275,7
5276,1
5277,7
5278,0
5279,0
5280,4
5281,4
5282,5
5283,7
5284,1
5285,1
5286,1
5287,7
5288,1
5289,1
5290,7
5291,4
5292,4
5293,1
5294,2
5295,5
5296,6
5297,7
5298,7
5299,5
5300,0
5301,7
5302,7
5303,5
5304,1
5305,0
5306,6
5307,6
5308,0
5309,2
5310,5
5311,1
5312,4
5313,7
5314,1
5315,7
5316,1
5317,4
5318,4
5319,4
5320,4
5321,9
5322,1
5323,0
5324,1
5325,7
5326,0
5327,7
5328,4
5329,0
5330,6
5331,1
5332,1
5333,1
5334,6
5335,6
5336,4
5337,1
5338,1
5339,4
5340,5
5341,7
5342,4
5343,9
5344,2
5345,9
5346,1
5347,6
5348,0
5349,1
5350,1
5351,1
5352,7
5353,1
5354,5
5355,4
5356,2
5357,9
5358,6
5359,1
5360,5
5361,4
5362,5
5363,7
5364,0
5365,5
5366,0
5367,4
5368,6
5369,6
5370,3
5371,4
5372,7
5373,4
5374,0
5375,4
5376,4
5377,5
5378,5
5379,0
5380,7
5381,0
5382,0
5383,5
5384,0
5385,0
5386,0
5387,0
5388,1
5389,4
5390,0
5391,7
5392,0
5393,4
5394,1
5395,6
5396,4
5397,7
5398,7
5399,1
5400,7
5401,4
5402,4
5403,6
5404,5
5405,2
5406,1
5407,7
5408,4
5409,4
5410,2
5411,1
5412,1
5413,7
5414,1
5415,4
5416,7
5417,0
5418,6
5419,1
5420,7
5421,9
5422,7
5423,0
5424,4
5425,6
5426,0
5427,2
5428,2
5429,1
5430,3
5431,9
5432,5
5433,0
5434,2
5435,4
5436,4
5437,7
5438,9
5439,4
5440,9
5441,0
5442,7
5443,0
5444,6
5445,9
5446,9
5447,4
5448,0
5449,3
5450,0
5451,4
5452,1
5453,5
5454,1
5455,5
5456,6
5457,1
5458,4
5459,2
5460,9
5461,0
5462,1
5463,1
5464,4
5465,9
5466,4
5467,7
5468,4
5469,0
5470,9
5471,4
5472,0
5473,7
5474,4
5475,2
5476,7
5477,2
5478,0
5479,6
5480,5
5481,1
5482,5
5483,7
5484,1
5485,4
5486,7
5487,4
5488,4
5489,6
5490,6
5491,4
5492,0
5493,7
5494,1
5495,7
5496,7
5497,0
5498,1
5499,7
5500,7
5501,2
5502,2
5503,4
5504,6
5505,7
5506,5
5507,4
5508,7
5509,1
5510,6
5511,1
5512,1
5513,1
5514,4
5515,2
5516,4
5517,0
5518,1
5519,6
5520,2
5521,0
5522,7
5523,5
5524,4
5525,9
5526,0
5527,4
5528,7
5529,7
5530,2
5531,5
5532,1
5533,1
5534,4
5535,0
5536,4
5537,7
5538,0
5539,1
5540,7
5541,0
5542,1
5543,3
5544,2
5545,2
5546,5
5547,5
5548,1
5549,1
